 0.00729927 0.021881837 0.010844307 0.022127053 0.055061657 
quick 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
suprize 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
itracing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
possession 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
simple 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0017206768 
section 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0020074563 
husband 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
experience 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0017206768 
listen 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 0.0011471178 
assumptions 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
unplugged 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
hit 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
shows 0.0018248175 7.293946E-4 0.00232378 7.1377587E-4 0.0025810152 
commander 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
major 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
shown 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
presented 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 8.603384E-4 
n_able 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
beat 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
bear 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
unassuming 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
halen 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_comfortable 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
n_quite 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
day 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 8.603384E-4 
potential 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
group 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
awaited 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
violin 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
tapping 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
masterywhat 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
king 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
minutes 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0017206768 
kind 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
created 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
format 9.1240875E-4 7.293946E-4 0.0015491867 0.0021413276 5.735589E-4 
history 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
searing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
square 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
GIT 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
instructor 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0020074563 
absolutely 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
pennymozart 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
explaining 9.1240875E-4 7.293946E-4 7.745933E-4 0.0028551035 5.735589E-4 
evocative 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
job 9.1240875E-4 0.0014587892 7.745933E-4 0.0021413276 8.603384E-4 
daughter 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
EARTH 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
critical 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
part 0.0018248175 0.003646973 7.745933E-4 0.0021413276 0.0022942356 
conversations 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
point 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
sporadically 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_better 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
shredding 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 8.603384E-4 
alone 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
sounds 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
para 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
rocks 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
structural 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
minutesvolume 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
tones 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_tried 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
playersdvd 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
mentioned 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
introduction 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
sloppy 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
VHS 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
rest 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
oistrakh 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
move 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
process 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
original 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
nostalgic 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
therapy 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
clear 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
clean 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0017206768 
desireable 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
recommended 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
listed 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
build 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_find 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
meat 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
front 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
clinic 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
simply 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
bad 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
def 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
homespun 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
mixing 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
evolved 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
videos 9.1240875E-4 0.0021881838 7.745933E-4 0.0014275517 0.0017206768 
areas 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
stunning 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
viewing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
stringstring 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
trip 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
predictable 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
karaoketo 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
musthave 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
grotesque 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
killer 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
absorbable 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
strenght 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
reflects 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
mozart 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
addition 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 8.603384E-4 
limitations 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
knowledge 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
prime 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
happen 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
sure 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0011471178 
videoif 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
carefully 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 2.8677945E-4 
past 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
milk 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
opportunity 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
easy 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0014338973 
buyer 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
dose 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
malted 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_novices 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
enthusiasm 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
defaults 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
mentions 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 5.735589E-4 
intermediate 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0020074563 
playalongs 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
relative 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
attitude 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
deal 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
n_close 0.0018248175 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
n_problem 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
investments 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
THE 0.0018248175 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
listeningear 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
outro 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
hearing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
wedding 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
ca 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
soloing 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
mind 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
set 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0020074563 
n_collection 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
emotional 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
alternate 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 8.603384E-4 
familiar 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
involve 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
deafening 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
tells 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_context 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
awesome 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
doug 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 8.603384E-4 
meet 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
calls 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
series 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 0.0022942356 
returning 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 5.735589E-4 
complicated 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_wo 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
yrs 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
paul 9.1240875E-4 0.0021881838 0.00232378 0.0014275517 0.00544881 
phrases 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
onscreen 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
explane 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
essential 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
violinists 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
dvds 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0020074563 
hold 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 2.8677945E-4 
beginner 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0025810152 
talk 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 5.735589E-4 
n_DVD 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
guitarist 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0020074563 
wow 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
info 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
patterns 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 8.603384E-4 
finally 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0017206768 
en 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
misleading 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
parts 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0011471178 
n_beginner 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
helps 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
beginning 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
n_instructions 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
back 0.0018248175 7.293946E-4 7.745933E-4 0.0021413276 0.0022942356 
training 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
instructionals 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
explained 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 5.735589E-4 
title 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
watching 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
content 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
states 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
n_complete 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
PDF 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 5.735589E-4 
n_attitude 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
rate 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
skill 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 0.0017206768 
company 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
n_sorry 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
covers 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 0.0011471178 
notice 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
practical 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
spelling 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_authentic 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
solo 9.1240875E-4 0.0029175784 7.745933E-4 7.1377587E-4 0.0017206768 
rhythm 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
simmon 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
petrucci 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
home 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_let 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
material 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0011471178 
beethoven 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
fresh 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
showing 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
explain 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
big 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0020074563 
practice 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 0.0020074563 
modes 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
advanced 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 0.0028677946 
bit 9.1240875E-4 7.293946E-4 0.0015491867 0.0021413276 5.735589E-4 
attempt 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
thanks 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
convinced 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 2.8677945E-4 
context 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 5.735589E-4 
easily 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
action 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 2.8677945E-4 
VERY 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
song 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 0.0020074563 
clapton 0.0018248175 0.005835157 7.745933E-4 7.1377587E-4 0.004301692 
made 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0017206768 
sense 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
cream 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
aimed 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
contents 0.0018248175 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
ups 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
john 0.0018248175 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
works 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
alive 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
skip 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
sequences 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
world 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
library 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
ability 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
camera 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
mat 9.1240875E-4 7.293946E-4 7.745933E-4 0.0035688793 0.0014338973 
side 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_pro 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
beter 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
menu 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
generally 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
virtuoso 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
places 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
instruction 0.0018248175 0.0014587892 0.0015491867 7.1377587E-4 0.0025810152 
discovery 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
complete 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0014338973 
fun 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 0.0020074563 
return 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
ll 0.0018248175 0.0014587892 0.0015491867 7.1377587E-4 0.0025810152 
opera 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
n_put 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
feel 9.1240875E-4 0.003646973 0.0015491867 7.1377587E-4 5.735589E-4 
n_secret 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
faster 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 5.735589E-4 
son 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
fine 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
find 0.0018248175 7.293946E-4 0.0015491867 0.0014275517 0.0011471178 
n_valuable 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
locked 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
n_send 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
novice 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
n_succumbed 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
months 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
level 9.1240875E-4 0.0021881838 0.0030983733 0.0014275517 0.0045884713 
mr 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
difficult 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
ideas 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 2.8677945E-4 
seriously 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
picking 9.1240875E-4 0.003646973 7.745933E-4 7.1377587E-4 0.0028677946 
relevant 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
forget 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
disk 9.1240875E-4 0.0021881838 7.745933E-4 0.0014275517 2.8677945E-4 
true 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
n_not 0.0018248175 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
position 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
no 0.0018248175 0.0029175784 0.0015491867 0.0014275517 0.0051620305 
n_understanding 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
hammer 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
student 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0017206768 
nt 9.1240875E-4 0.0065645515 0.0030983733 0.006423983 0.006882707 
soul 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
best 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0031545742 
decent 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 2.8677945E-4 
enjoys 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 2.8677945E-4 
transform 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
patitucci 0.0018248175 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
n_recognize 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
make 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 0.0025810152 
included 9.1240875E-4 7.293946E-4 0.0015491867 0.0021413276 8.603384E-4 
experienced 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0011471178 
hear 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0014338973 
n_scared 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
highly 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0017206768 
certainly 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
attempting 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
pretty 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0020074563 
plays 0.0018248175 0.0021881838 7.745933E-4 7.1377587E-4 0.0011471178 
chance 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
n_explained 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
interesting 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
